Unnamed: 0,ID_VIV,ID_HOG,ID_PER,ID_DEL,UPM,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_5A_1,BP1_5A_2,BP1_5A_3,BP1_5A_4,BP1_5A_9,BP1_6,BP1_7,BP1_8,BP1_9,BP1_10_1,BP1_10_2,BP1_10_9,BP1_11,BP1_12_1,BP1_12_2,BP1_12_3,BP1_12_4,BP1_12_5,BP1_12_9,BP1_13,BP1_14_1,BP1_14_2,BP1_14_3,BP1_14_4,BP1_14_9,BP1_15,BP1_16_1,BP1_16_2,BP1_16_3,BP1_16_4,BP1_16_9,BP1_17,BP1_18,BP1_19_1,BP1_19_2,BP1_19_3,BP1_19_4,BP1_19_5,BP1_19_6,BP1_19_7,BP1_19_8,BP1_20,BP1_21,BP1_22,BP1_23,BP1_24,BP1_25,BP1_26,BP1_27,BP1_28,BP1_29,BP1_30,BP1_31_01,BP1_31_02,BP1_31_03,BP1_31_04,BP1_31_05,BP1_31_06,BP1_31_07,BP1_31_08,BP1_31_99,BP1_32_1,BP1_32_2,BP1_32_3,BP1_32_4,BP1_32_5,BP1_32_9,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,BP2_1,BP3_1_01,BP3_1_02,BP3_1_03,BP3_1_04,BP3_1_05,BP3_1_06,BP3_1_07,BP3_1_08,BP3_1_09,BP3_1_10,BP3_1_11,BP3_1_12,BP3_1_99,BP3_2,BP4_1,BP5_1,BP5_1A_1,BP5_1A_2,BP5_1A_3,BP5_1A_4,BP5_2_1,BP5_2_2,BP5_2_3,BP5_3,BP6_1,BP6_2,BP6_3,BP7_1,FAC_DEL,FAC_DEL_AM,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,TIPO_DELITO_STR,LUGAR_STR,SEXO_STR
17042,1413843.15,1413843.15.01,1413843.15.01.01,1413843.15.01.01.07.2,1413843,15,1,2,2,7,1,A,1,51,,2,14,100,4,9,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2783,,C,2,301,6594,Robo en banco/cajero,,Hombre
17043,1413843.15,1413843.15.01,1413843.15.01.01,1413843.15.01.01.02.1,1413843,15,1,1,1,2,1,A,1,51,,2,14,100,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,30000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,,C,2,301,6594,Robo de accesorios de vehículo,,Hombre
17044,1419455.02,1419455.02.01,1419455.02.01.01,1419455.02.01.01.03.2,1419455,2,1,2,2,3,1,A,2,51,2.0,1,14,101,3,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,1483.0,U,2,285,6508,Robo en vivienda,En su vivienda,Mujer
17045,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.10.1,1414007,5,1,1,5,10,2,A,1,21,2.0,2,14,101,2,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650.0,U,3,286,6513,Amenazas/intimidación,En su vivienda,Hombre
17046,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.10.2,1414007,5,1,2,5,10,2,A,1,21,2.0,4,14,101,2,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650.0,U,3,286,6513,Amenazas/intimidación,En su vivienda,Hombre
17047,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.05.1,1414007,5,1,1,2,5,2,A,1,21,2.0,11,14,101,1,1,,,,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,1650,1650.0,U,3,286,6513,Robo en calle (a transeúnte),En su vivienda,Hombre
17048,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.10.3,1414007,5,1,3,5,10,2,A,1,21,2.0,5,14,101,2,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650.0,U,3,286,6513,Amenazas/intimidación,En su vivienda,Hombre
17049,1404992.05,1404992.05.01,1404992.05.01.01,1404992.05.01.01.02.1,1404992,5,1,1,1,2,1,A,1,43,2.0,9,14,101,2,1,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,954.0,U,3,280,6349,Robo de accesorios de vehículo,En su vivienda,Hombre
17050,1419455.02,1419455.02.01,1419455.02.01.01,1419455.02.01.01.04.1,1419455,2,1,1,2,4,1,A,2,51,2.0,12,14,101,3,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,500.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1483,1483.0,U,2,285,6508,Robo en transporte público,En su vivienda,Mujer
17051,1414674.02,1414674.02.01,1414674.02.01.01,1414674.02.01.01.03.1,1414674,2,1,1,2,3,1,A,1,32,2.0,9,14,101,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,962.0,U,3,280,6338,Robo en vivienda,En su vivienda,Hombre
17052,1414136.04,1414136.04.01,1414136.04.01.01,1414136.04.01.01.02.1,1414136,4,1,1,1,2,1,A,1,59,2.0,12,14,101,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,37000.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,741.0,U,3,280,6386,Robo de accesorios de vehículo,En su vivienda,Hombre
17053,1414958.04,1414958.04.01,1414958.04.01.01,1414958.04.01.01.01.1,1414958,4,1,1,1,1,1,A,1,49,2.0,12,14,101,3,1,,,,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2,2.0,,8.0,,,,,,,2,,,,,,,,,,,,,,,,1,150000.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,965.0,U,2,282,6494,Robo total de vehículo,En su vivienda,Hombre
17054,1414910.01,1414910.01.01,1414910.01.01.03,1414910.01.01.03.03.1,1414910,1,1,1,1,3,3,A,1,31,2.0,4,14,101,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,962.0,U,3,280,6340,Robo en vivienda,En su vivienda,Hombre
17055,1414421.05,1414421.05.01,1414421.05.01.01,1414421.05.01.01.10.1,1414421,5,1,1,1,10,1,A,2,45,2.0,10,14,101,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,,,,,,,,,2,,,1.0,,,,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698,1698.0,U,2,279,6270,Amenazas/intimidación,En su vivienda,Mujer
17056,1414910.01,1414910.01.01,1414910.01.01.03,1414910.01.01.03.09.1,1414910,1,1,1,1,9,3,A,1,31,2.0,8,14,101,2,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,2.0,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,4808,4808.0,U,3,280,6340,Extorsión,En su vivienda,Hombre
17057,1414674.02,1414674.02.01,1414674.02.01.01,1414674.02.01.01.03.2,1414674,2,1,2,2,3,1,A,1,32,2.0,5,14,101,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,962.0,U,3,280,6338,Robo en vivienda,En su vivienda,Hombre
17058,1404355.03,1404355.03.01,1404355.03.01.01,1404355.03.01.01.01.1,1404355,3,1,1,1,1,1,A,1,65,2.0,11,14,101,3,1,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,1,,,,1.0,6.0,,2.0,1.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164,1164.0,U,4,281,6404,Robo total de vehículo,En su vivienda,Hombre
17059,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.07.1,1414007,5,1,1,1,7,2,A,1,21,2.0,1,14,101,3,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,9.0,,,,,,,2,,,,,,,,,,,,,,,,1,6000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1650,1650.0,U,3,286,6513,Robo en banco/cajero,En su vivienda,Hombre
17060,1419455.02,1419455.02.01,1419455.02.01.01,1419455.02.01.01.03.1,1419455,2,1,1,2,3,1,A,2,51,2.0,2,14,101,4,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,1483.0,U,2,285,6508,Robo en vivienda,En su vivienda,Mujer
17061,1414179.05,1414179.05.01,1414179.05.01.02,1414179.05.01.02.10.1,1414179,5,1,1,1,10,2,A,2,62,2.0,11,14,101,3,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,2680.0,U,3,280,6371,Amenazas/intimidación,En su vivienda,Mujer
17062,1414752.02,1414752.02.01,1414752.02.01.01,1414752.02.01.01.02.1,1414752,2,1,1,1,2,1,A,2,53,2.0,9,14,101,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,916.0,U,2,279,6255,Robo de accesorios de vehículo,En su vivienda,Mujer
17063,1414752.04,1414752.04.01,1414752.04.01.01,1414752.04.01.01.01.1,1414752,4,1,1,1,1,1,A,1,39,2.0,3,14,101,1,1,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,1,,,,1.0,6.0,,4.0,5.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,916.0,U,2,279,6255,Robo total de vehículo,En su vivienda,Hombre
17064,1414478.01,1414478.01.01,1414478.01.01.01,1414478.01.01.01.03.1,1414478,1,1,1,1,3,1,A,2,56,2.0,99,14,101,1,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,940.0,U,3,280,6354,Robo en vivienda,En su vivienda,Mujer
17065,1414478.01,1414478.01.01,1414478.01.01.01,1414478.01.01.01.11.1,1414478,1,1,1,1,11,1,A,2,56,2.0,3,14,101,1,1,,,,,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,6.0,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3500.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759,3759.0,U,3,280,6354,Lesiones,En su vivienda,Mujer
17066,1414317.05,1414317.05.01,1414317.05.01.02,1414317.05.01.02.02.1,1414317,5,1,1,1,2,2,A,1,47,2.0,8,14,101,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,2.0,,4.0,2.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,1410.0,U,2,279,6203,Robo de accesorios de vehículo,En su vivienda,Hombre
17067,1414777.02,1414777.02.01,1414777.02.01.01,1414777.02.01.01.10.1,1414777,2,1,1,1,10,1,A,1,35,2.0,1,14,101,3,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,2.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,7.0,,,,,,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,682.0,U,3,283,6500,Amenazas/intimidación,En su vivienda,Hombre
17068,1460843.03,1460843.03.01,1460843.03.01.01,1460843.03.01.01.02.1,1460843,3,1,1,1,2,1,A,2,28,2.0,1,14,101,4,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,8.0,,,,,,,2,,,,,,,,,,,,,,,,1,2500.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,1032.0,R,2,303,6607,Robo de accesorios de vehículo,En su vivienda,Mujer
17069,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.02.1,1414007,5,1,1,1,2,2,A,1,21,2.0,2,14,101,3,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,7.0,,,,,,,2,,,,,,,,,,,,,,,,1,2500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,825.0,U,3,286,6513,Robo de accesorios de vehículo,En su vivienda,Hombre
17070,1402571.05,1402571.05.01,1402571.05.01.02,1402571.05.01.02.03.1,1402571,5,1,1,1,3,2,A,1,23,2.0,7,14,101,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,761.0,U,3,280,6385,Robo en vivienda,En su vivienda,Hombre
17071,1414583.01,1414583.01.01,1414583.01.01.02,1414583.01.01.02.09.1,1414583,1,1,1,1,9,2,A,2,23,2.0,5,14,101,2,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,2021,2021.0,U,2,279,6230,Extorsión,En su vivienda,Mujer
17072,1414007.05,1414007.05.01,1414007.05.01.02,1414007.05.01.02.10.4,1414007,5,1,4,5,10,2,A,1,21,2.0,8,14,101,1,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650.0,U,3,286,6513,Amenazas/intimidación,En su vivienda,Hombre
17073,1414478.05,1414478.05.01,1414478.05.01.02,1414478.05.01.02.04.1,1414478,5,1,1,1,4,2,A,2,33,2.0,12,14,101,3,2,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,2.0,,4.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,940,940.0,U,3,280,6354,Robo en transporte público,En su vivienda,Mujer
17074,1414478.01,1414478.01.01,1414478.01.01.01,1414478.01.01.01.02.1,1414478,1,1,1,1,2,1,A,2,56,2.0,9,14,101,2,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,940.0,U,3,280,6354,Robo de accesorios de vehículo,En su vivienda,Mujer
17075,1414336.03,1414336.03.01,1414336.03.01.02,1414336.03.01.02.07.1,1414336,3,1,1,1,7,2,A,1,38,2.0,12,14,101,3,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,9.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2777,2777.0,U,2,279,6254,Robo en banco/cajero,En su vivienda,Hombre
17076,1414478.01,1414478.01.01,1414478.01.01.01,1414478.01.01.01.04.3,1414478,1,1,3,3,4,1,A,2,56,2.0,11,14,101,1,2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,940,940.0,U,3,280,6354,Robo en transporte público,En su vivienda,Mujer
17077,1414764.02,1414764.02.01,1414764.02.01.02,1414764.02.01.02.08.1,1414764,2,1,1,1,8,2,A,2,31,2.0,11,14,101,1,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1710,1710.0,U,3,280,6378,Fraude bancario,En su vivienda,Mujer
17078,1414885.05,1414885.05.01,1414885.05.01.05,1414885.05.01.05.11.1,1414885,5,1,1,1,11,5,A,2,34,2.0,2,14,101,2,2,,,,,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,12000.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222,5222.0,U,3,280,6303,Lesiones,En su vivienda,Mujer
17079,1414674.01,1414674.01.01,1414674.01.01.02,1414674.01.01.02.07.1,1414674,1,1,1,1,7,2,A,2,61,2.0,1,14,101,1,2,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4811,4811.0,U,3,280,6338,Robo en banco/cajero,En su vivienda,Mujer
17080,1414478.01,1414478.01.01,1414478.01.01.01,1414478.01.01.01.09.1,1414478,1,1,1,1,9,1,A,2,56,2.0,5,14,101,2,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,3.0,,,,,3759,3759.0,U,3,280,6354,Extorsión,En su vivienda,Mujer
17081,1414478.04,1414478.04.01,1414478.04.01.01,1414478.04.01.01.09.1,1414478,4,1,1,1,9,1,A,2,35,2.0,3,14,101,1,2,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,,,,,0.0,0.0,1.0,,,,,,940,940.0,U,3,280,6354,Extorsión,En su vivienda,Mujer
17082,1415006.01,1415006.01.01,1415006.01.01.01,1415006.01.01.01.08.1,1415006,1,1,1,1,8,1,A,2,52,2.0,6,14,101,2,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1862,1862.0,U,3,280,6357,Fraude bancario,En su vivienda,Mujer
